about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,relation,location 1,location 2,location 3,location 4,location 5,identifier,description,type,rights,publisher,language,creator 1,creator 2,creator 3,creator 4,contributor 1,contributor 2,contributor 3,contributor 4,contributor 5
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/312,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/312,,,"Group, Winnebago",1 portrait photograph; image 32.9 x 25.1 cm; on sheet 35.3 x 27.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Winnebago Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 91 AP 2636

","Group picture. Listed on back,""1 R.D. St. Cyr; 2 George Eatin; 3 Michel St. Cyr; 4 John Fisher; 5 Stiff Wing; Henry Rice Hill; 7 Young Prophet; 8 John Bear; 9 Paul Parrish; 10 Young Bear; 11 Gray Hair.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/315,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/315,,,"Karachowekaw (A Blue Cloud Passing By) and child, Winnebago; Girl, Winnebago; Two Girls, Winnebago Girl, Winnebago; Two Girls, Winnebago","3 portrait photographs; images 7.4 x 8.6 cm, 5.5. x 7.9 cm, 5.5 x 7.8 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg",,Indians of North America,Winnebago Indians,Indian girls,Indian children,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 52 AP 1652a-1652c

","Three portrait photographs mounted onto a single sheet. Call number for Karachowekaw (A Blue Cloud Passing By) and child, Winnebago is AP 1652a. Call number for Girl, Winnebago is AP 1652b. Call number for Two Girls, Winnebago is AP 1652c.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/318,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/318,,,"Shooting Star, squaw, Sioux",1 portrait photograph; image 20.2 x 25.4 cm; on sheet 27.7 x 40.0 cm Gelatin silver prints; Photographs; Portraits jpeg,,Indians of North America,Siouan Indians,Indian women,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 92 AP 3851

","Portrait photograph of Shooting Star. Title and provenance information on verso side of photograph.  On the verso of photograph is a round orange label,""SPBLA/458/5"" white rectangular label,""980/122425/#566/5"" printed label,""D.F. Barry/Photographs of All Noted Indian Chiefs/Photographer 1316 Tower Ave./Superior, Wisconsin.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Barry, D. F. (David Francis), 1854-1934",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/321,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/321,,1914,"Ga-be-nah-gwey-wence (Loose Wing), age 127, Chippewa",1 portrait photograph; image 28.0 x 35.4 cm Gelatin silver prints; Portraits; Photographs jpeg,,Indians of North America,Siouan Indians,Ojibwa Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Minnesota--Cass Lake
",,,,,"Ayer Photographs box 93 AP 2661

","Written in ink on the verso of the photograph is,""Ga-be-nah-gwey-wence (Loose Wing), age 127, 'Chippewa'/ Copyright by C.N. Christiansen / Cass Lake, Minn."" Written in pencil, ""rec'd Dec. 10, 1914""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Christiansen, C. N., 1884-",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/324,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/324,,1867,"Alex C. Guyon, half breed, Yankton Dakota",1 portrait photograph ; image 13.4 cm. x 18.8 cm. (5 5/16 in. x 7 7/16 in.) ; on sheet 25.3 cm. x 30.6 cm. (9 15/16 in. x 12 1/16 in.) Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,Santee Indians,Indians of North America--Mixed descent,Racially mixed people,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2721

","Portrait photograph of Alex C. Guyon. Written on verso of photograph,""Interpreter at Yankton Agency."" Title and provenance information written on the verso of photograph in pencil and ink.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,eng,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/327,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/327,,,"Tiwakan, Sisseton Dakota",1 portrait photograph; image 12.5 x 18.2 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,Sisseton Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 37 AP 545

","Portrait photograph of Tiwakan. In pencil on back ""Renuille, Gabriel (possibly Victor) / Identification by Mr. Hermann Chilson, Webster, So. Dakota, 3 Feb. 1965/ See profile of same subject.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/330,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/330,,,"Man, Santee Dakota",1 portrait photograph; image 12.8 x 17.8 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 37 AP 537

",Portrait of a man.  Written in pencil on verso are tribal information and library call number.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/333,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/333,,1867,"Wa ba sha, head chief, Santee Dakota",1 portrait photograph; image 13.6 x 18.8 cm; on sheet 25.6 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2712

",Portrait photograph of Wa ba sha. Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/336,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/336,,1867,"Pa-da-ne A-pa-pe (Struck by the Ree), head chief, Yankton Dakota",1 portrait photograph; image 13.5 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2699

","Portrait photograph of Pa-da-ne A-pa-pe (Struck by the Ree). Title, provenance and biographical information written on the verso of photograph in pencil and ink. Written on verso of photograph, ""Sometimes called - 'Mato Ne Chacksha' or 'Old Bear'. He was the Head Chief of the Yankton Sioux Indians - Scout Bands - Died at 92 years of age. He was justly honored and esteemed by all who knew him."" ""Struck by the Ree was born when Lewis and Clark were being entertained by the Sioux in camp at Greene Island, Yankton, Sept., 1804. When Capt. Lewis heard of his birth in one of the Indian lodges, he sent for the child and wrapped it in the American flag and made a speech in which he prophesied he would become eminent among his people and a great friend to the white men. He became head chief of the Yankton Sioux and was probably the means of saving the entire settlement at Yankton from massacre in the 'War of the Outbreak' in 1863. See Brief History of South Dakota by Doane Robertson.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/339,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/339,,,"R.D. St. Cyr, Winnebago",1 portrait photograph; image 12.6 x 18.3 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Winnebago Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 52 AP 1642

",Portrait photograph of R.D. St. Cyr,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/342,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/342,,,"Sinté Iukan (He has a tail), Sisseton Dakota",1 portrait photograph; image 12.3 x 18.1 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,Sisseton Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 37 AP 543

","Portrait photograph of Sinté Iukan (He has a tail)"" On verso, written in pencil is ""He has a tail"" and library call number.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/345,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/345,,1867,"Owa ch_ d_ or Wassu he i ata, Santee Dakota",1 portrait photograph; image 13.5 x 18.9 cm; on sheet 25.6 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2718

","Portrait photograph of Owa ch_ d_ or Wassu he i ata. Written on back ""now dead."" Title and provenance information written on the verso of photograph in pencil and ink.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/348,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/348,,,"Agent and Councilmen, Winnebago",1 portrait photograph ; image 22.6 cm. x 17.0 cm. (8 11/16 in. x 6 11/16 in.) ; on sheet 25.4 cm. x 20.4 cm. (10 in. x 8 1/16 in.) Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Winnebago Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Iowa--Sioux City
",,,,,"Ayer Photographs box 91 AP 2622

","Portrait photograph of an agent and councilmen. Additional information on verso of photograph. One note,""Civilized."" Second note,""Agent & Councilmen __________________ Indian."" Verso covered by pencilled appraisal of household furnishings.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,eng,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/351,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/351,,1867,"Charles Picotte, half breed, Yankton Dakota",1 portrait photograph; image 13.4 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,Santee Indians,Indians of North America--Mixed descent,Racially mixed people,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2719

","Portrait photograph of Charles Picotte. Written on verso side of photograph,""Interpreter for Gov. A.J. Faulk."" Title and provenance information written on the verso of photograph in pencil and ink.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/354,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/354,,,"Chiefs leaving Yankton, Yankton Dakota",1 photograph; image 11.7 x 8.7 cm; on sheet 18.3 x 11.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,Dwellings,Horses,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",United States--Dakota Territory,"South Dakota--Yankton
",,,,"Ayer Photographs box 105 AP 2673

","Photograph of chiefs leaving Yankton. Written on verso, ""Residence of Chas. Picotte,"" Rustic/no gilt, and ""Yankton Chiefs leaving Yankton D.T.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/357,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/357,,1867,"Cho tinke en_ pe, Santee Dakota",1 portrait photograph; image 13.5 x 18.8 cm; on sheet 25.6 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2713

",Portrait photograph of Cho tinke en_ pe. Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/360,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/360,,1867,"Boy, son of the Pretty Boy, Chief, Yankton Dakota",1 portrait photograph; image 13.6 x 18.8 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,Indian children,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2706

","Portrait photograph of Boy, son of the Pretty Boy. Title and provenance information written on the verso of photograph in pencil and ink.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,eng,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/363,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/363,,1866,"Two Women, Santee Dakota",1 stereograph; image 15.0 x 7.6 cm; on sheet 17.2 x 8.2 cm Albumen prints; Stereographs; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,Indian women,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States--Dakota Territory
",,,,,"Ayer Photographs box 105 AP 2668

","Stereograph of two unnamed women. Written in ink on verso, ""Mrs. A.I.F."" and ""Santee Sioux = Yankton, D.L. Oct. 1866.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/366,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/366,,1867,"Frank Jondro (Sas-wa), halfbreed, Yankton Dakota",1 portrait photograph; image 13.4 x 18.6 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,Racially mixed people,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",United States--Dakota Territory,"South Dakota--Yankton
",,,,"Ayer Photographs box 105 AP 2691

","Portrait photograph of Frank Jondro (Sas-wa). On the verso is written, ""The property of A.J. Faulk, Yankton, May 1867""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/369,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/369,,1867,"Shaka Maime (Walking Elk), Yankton Dakota",1 portrait photograph; image 13.5 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2708

",Portrait photograph of Shaka Maime (Walking Elk). Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/372,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/372,,1867,"Ta Shunka Muzza, Santee Dakota",1 portrait photograph; image 13.5 x 18.8 cm; on sheet 25.6 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2715

",Portrait photograph of Ta Shunka Muzza. Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/375,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/375,,1867,"Magaska (White Swan), chief, Yankton Dakota",1 portrait photograph; image 13.5 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2697

",Portrait photograph of Magaska (White Swan). Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/378,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/378,,,"Padane Pape (Struck by the Ree), head chief, Yankton Dakota",1 carte de visite; image 5.8 x 9.3 cm; on sheet 6.3 x 10.2 cm Albumen prints; Photographs; Portraits; Cartes de visite jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2666

","Card stock photograph of Padane a Pape (Struck by the Ree). Written in ink,""Struck by the Ree, Padane  Pape, Head Chief of Yankton Sioux.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/381,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/381,,,"Chief smoking his pipe of peace, Winnebago",1 carte de visite; image 5.7 x 8.3 cm; on sheet 6.2 x 9.9 cm Albumen prints; Cartes de visite; Photographs; Portraits jpeg,,Indians of North America,Winnebago Indians,Pipe smoking,Calumets,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 76 AP 3076

",Card stock photograph of a man. Tribal information and library call number on verso of photograph.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Upton, B. F. (Benjamin Franklin)",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/384,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/384,,1867,"Frank Deloria (Sas wa), halfbreed chief, Yankton Dakota",1 portrait photograph; image 13.4 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,Indians of North America--Mixed descent,Racially mixed people,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Washington (D.C.)
",,,,,"Ayer Photographs box 105 AP 2692

","Portrait photograph of Frank Deloria (Sas wa). On the verso is written ""The property of A.J. Faulk, May 1867""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/387,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/387,,,"Camp of Jumping Thunder Band, Yankton Dakota",1 photograph; image 14.0 x 9.5 cm; on sheet 18.0 x 12.2 cm Albumen prints; Photographs jpeg,,Indians of North America,Yankton Indians,Tipis,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States--Dakota Territory
",,,,,"Ayer Photographs box 105 AP 2672

","Photograph of Camp of Jumping Thunder Band. Written on verso in ink,""Camp of Jumping Thunder Band, D.T."" Photographer's stamp also on verso side.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Faulk, Ettic",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/390,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/390,,,"Brave Bear, d. 1882 Brave Bear, Yankton Dakota",1 cabinet photograph; image 10.3 x 14.8 cm; on sheet 10.7 x 16.5 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 53 AP 552

","Cabinet photograph of Brave Bear. In pencil on back,""Hung at Yankton, D.T. Nov. 15th 82 for the murder of Johnston, murdered near Ft. Sully, D.T.""  Original title ""Brave Bear, Yankton Dakota.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,eng,"Goff, O. S. (Orlando Scott), 1843-1917",,,,,,,,
